;year;violent;murder;robbery;prisoners;afam;cauc;male;population;income;density;state;law
931;1987;664.9;9.3;101.1;324;1.055.783;5.199.231;1.718.068;3.380.506;11450.11;0.1119262;South Carolina;no
932;1988;741.2;9.3;124.7;344;1.052.018;5.179.147;1.676.843;3.412.091;11825.89;0.1129719;South Carolina;no
933;1989;813.7;9.1;130.2;369;10.525;5.161.836;1.646.841;345.677;11911.7;0.1144512;South Carolina;no
934;1990;976.6;11.2;152.4;416;1.055.408;5.326.236;1.611.128;3.499.064;12230.1;0.1162055;South Carolina;no
935;1991;972.5;11.3;171.1;451;1.060.981;531.396;1.582.247;355.947;11994.98;0.1182116;South Carolina;no
936;1992;944.5;10.4;170.6;473;1.070.237;5.291.803;1.558.381;3.600.576;12187.15;0.1195768;South Carolina;no
937;1993;1023.4;10.3;187.3;486;107.728;5.267.149;1.526.661;3.634.507;12267.64;0.1207036;South Carolina;no
938;1994;1030.5;9.6;186.1;488;1.080.368;5.249.868;1.497.258;3.666.456;12556.99;0.1217647;South Carolina;no
939;1995;981.9;7.9;175.9;494;1.086.079;5.241.994;1.473.533;3.699.943;12735.34;0.1228768;South Carolina;no
940;1996;996.9;9;172;515;1.090.345;5.234.179;1.459.419;3.738.974;12955.9;0.124173;South Carolina;no
941;1997;990.3;8.4;176.2;532;1.091.852;5.231.548;1.445.756;3.790.066;13279.46;0.1258698;South Carolina;yes
942;1998;903.2;8;154.9;536;1.094.597;5.248.092;143.447;3.839.578;13774.99;0.1275141;South Carolina;yes
943;1999;847.1;6.6;148.2;550;1.100.561;5.261.976;14.268;3.885.736;14075.72;0.1290471;South Carolina;yes
944;1977;189.1;2;17.9;70;2.339.211;6.682.024;186.216;0.68848;10441.04;0.0090643;South Dakota;no
945;1978;163.5;1.9;15.9;76;2.423.829;6.651.689;1.847.265;0.68858;11226.22;0.0090656;South Dakota;no
946;1979;159.1;2;20.3;74;2.491.668;6.615.408;1.827.906;0.688334;11192.78;0.0090624;South Dakota;no
947;1980;126.8;0.7;20.1;77;2.524.423;6.582.939;1.809.102;0.690851;9.843.678;0.0090959;South Dakota;no
948;1981;104.8;1.8;17.8;88;2.544.488;6.559.054;1.786.058;0.689569;10358.3;0.009079;South Dakota;no
949;1982;99;2.7;17.1;97;2.514.136;6.531.049;1.756.072;0.690615;10232.28;0.0090928;South Dakota;no
950;1983;120;2.1;15.9;109;2.519.391;6.502.334;1.723.169;0.692985;10195;0.009124;South Dakota;no
951;1984;147.5;1.8;14.9;115;2.550.775;6.472.329;1.689.536;0.697239;11142.62;0.00918;South Dakota;no
952;1985;136.6;1.8;17.1;127;2.593.929;643.707;1.654.797;0.6984;11058.29;0.0091953;South Dakota;no
953;1986;124.7;4;16.2;146;2.641.168;6.397.756;1.617.705;0.69598;11349.77;0.0091634;South Dakota;yes
954;1987;119.7;1.8;12.3;160;269.524;6.383.106;1.588.338;0.696042;11591.31;0.0091642;South Dakota;yes
955;1988;113.7;3.1;12.2;160;2.758.011;6.362.806;1.556.117;0.698148;11625.49;0.009192;South Dakota;yes
956;1989;135.5;1.3;11.7;143;284.502;6.337.601;1.528.081;0.696691;11857.9;0.0091728;South Dakota;yes
957;1990;162.8;2;12.4;175;2.934.257;6.553.576;1.503.602;0.696667;12373.36;0.009179;South Dakota;yes
958;1991;182.2;1.7;18.8;187;2.979.279;6.571.449;1.497.694;0.701445;12398.49;0.0092419;South Dakota;yes
959;1992;194.5;0.6;16.9;191;30.501;6.568.172;149.405;0.708698;12755.86;0.0093375;South Dakota;yes
960;1993;208.4;3.4;15;208;3.075.289;6.601.141;1.489.561;0.716258;12791.29;0.0094371;South Dakota;yes
961;1994;227.6;1.4;18.7;216;310.855;66.321;1.483.463;0.723038;13175.9;0.0095264;South Dakota;yes
962;1995;207.5;1.8;25.9;236;3.149.601;666.641;1.485.353;0.728251;12980.59;0.0095951;South Dakota;yes
963;1996;177.2;1.2;18.9;252;3.297.938;6.677.264;1.482.553;0.730699;13802.36;0.0096274;South Dakota;yes
964;1997;197.4;1.4;23.3;284;3.394.381;666.871;1.484.932;0.730855;13839.61;0.0096294;South Dakota;yes
965;1998;154.3;1.4;20.2;303;3.438.749;6.667.903;1.487.324;0.730789;14536.91;0.0096286;South Dakota;yes
966;1999;167.4;2.5;14.1;329;3.544.923;6.676.824;1.486.347;0.733133;14974.52;0.0096595;South Dakota;yes
967;1977;389.5;10.1;145.8;114;527.952;622.667;1.792.343;4.422.921;10041.55;0.10702;Tennessee;no
968;1978;382.6;9.4;152.4;127;5.289.421;6.218.873;1.775.092;4.486.313;10535.56;0.1085538;Tennessee;no
969;1979;414;9.8;166.1;134;5.319.052;6.210.576;1.758.942;4.560.474;10451.9;0.1103483;Tennessee;no
970;1980;458.1;10.8;180.6;151;5.422.877;6.240.076;1.760.597;4.600.252;10057.67;0.1117787;Tennessee;no
971;1981;412.6;9.7;171.7;153;5.456.529;6.245.888;1.752.084;4.627.667;10078.82;0.1124448;Tennessee;no
972;1982;421.1;9.7;175.7;171;547.849;6.240.519;1.735.298;4.646.043;10005.24;0.1128913;Tennessee;no
973;1983;402;8.8;172.8;173;5.497.006;6.230.478;1.713.182;4.659.755;10276;0.1132245;Tennessee;no
974;1984;445.4;8.4;166.8;187;551.283;6.222.468;1.687.781;468.674;10983.43;0.1138802;Tennessee;no
975;1985;474.4;9;180.9;154;5.548.528;6.212.678;1.661.646;4.715.287;11340.72;0.1145739;Tennessee;no
976;1986;539.6;10.4;207.7;149;5.570.521;6.190.892;1.629.839;4.738.713;11812.46;0.1151431;Tennessee;no
977;1987;533.5;9.1;193.8;157;56.088;6.180.703;1.601.232;478.293;12198.19;0.1162175;Tennessee;no
978;1988;532.7;9.4;173.6;156;5.648.223;6.155.821;1.574.161;4.822.437;12554.22;0.1171774;Tennessee;no
979;1989;548.9;8.4;160.4;157;5.677.438;6.136.978;1.546.623;4.854.461;12754.05;0.1179556;Tennessee;no
980;1990;670.4;10.5;191.2;213;5.716.466;6.334.099;1.522.171;4.890.626;12817.6;0.1186469;Tennessee;no
981;1991;725.9;11;212.9;207;5.761.827;6.322.644;1.497.085;4.946.886;12794.69;0.1200118;Tennessee;no
982;1992;746.2;10.4;218.2;227;5.822.478;6.303.001;1.476.346;5.013.999;13376.4;0.12164;Tennessee;no
983;1993;765.8;10.2;220.1;234;5.891.873;6.283.326;1.456.281;5.085.666;13601.55;0.1233786;Tennessee;no
984;1994;747.9;9.3;207.4;250;5.952.993;6.274.009;1.434.966;5.163.016;13907.71;0.1252551;Tennessee;no
985;1995;771.5;10.6;223.2;276;5.998.587;6.271.865;1.418.382;5.241.168;14257.2;0.1271511;Tennessee;yes
986;1996;774;9.5;223.7;287;6.064.974;6.272.006;1.405.569;5.313.576;14255.75;0.1289077;Tennessee;yes
987;1997;789.7;9.5;214;292;6.108.415;6.271.156;1.391.433;5.378.433;14485.45;0.1304812;Tennessee;yes
988;1998;715;8.5;178;309;6.169.424;6.266.996;1.382.287;5.432.679;15027.54;0.1317972;Tennessee;yes
989;1999;694.9;7.1;156.8;325;6.246.919;6.268.462;1.373.678;5.483.535;15277.7;0.1330309;Tennessee;yes
990;1977;407.7;13.3;152.4;167;4.556.185;6.441.234;1.913.759;1.319.306;11473.48;0.0503294;Texas;no
991;1978;435.3;14.2;164.4;176;4.580.187;6.436.545;1.900.238;1.350.043;12089.54;0.051502;Texas;no
992;1979;507.9;16.7;191.8;189;4.601.943;6.435.475;1.885.813;1.388.837;12250.59;0.052982;Texas;no
993;1980;550.3;16.9;208.5;196;4.744.435;6.419.213;187.691;1.433.821;12038.01;0.0547224;Texas;no
994;1981;532.4;16.6;193.3;210;4.805.927;642.748;1.867.234;1.474.631;12484.54;0.05628;Texas;no
995;1982;577.1;16.1;220;210;4.883.739;6.429.494;1.850.901;1.533.141;12343.75;0.058513;Texas;no
996;1983;512.2;14.2;189.3;237;4.936.255;6.424.527;1.827.985;1.575.168;12303;0.060117;Texas;no
997;1984;505;13.1;178.5;221;4.970.795;6.406.598;1.799.722;1.600.708;12846.76;0.0610918;Texas;no
998;1985;550;13;193.5;226;5.008.519;6.384.797;17.724;1.627.274;13145.5;0.0621056;Texas;no
999;1986;658.9;13.5;239.9;226;5.036.673;635.815;1.742.072;1.656.111;12875.99;0.0632062;Texas;no
1000;1987;631.1;11.7;226.7;228;5.067.045;6.324.954;1.710.954;166.218;12704.22;0.0634379;Texas;no
1001;1988;652.6;12.1;234.2;231;5.099.752;6.291.941;1.680.552;1.666.702;12902.81;0.0636105;Texas;no
1002;1989;658.5;11.9;223.1;240;5.170.434;6.283.883;1.657.695;1.680.673;13107.37;0.0641437;Texas;no
1003;1990;761.4;14.1;260.8;257;5.237.154;6.359.877;1.639.978;1.704.471;13303;0.0650775;Texas;no
1004;1991;840.1;15.3;286.5;290;5.293.086;6.341.392;1.609.501;173.399;13267.65;0.0662046;Texas;no
1005;1992;806.3;12.7;252.5;297;5.372.058;6.326.109;1.586.729;1.765.048;13593.66;0.0673904;Texas;no
1006;1993;762.1;11.9;224.4;344;5.464.688;6.314.571;1.567.056;1.799.676;13659.42;0.0687125;Texas;no
1007;1994;706.5;11;204.8;385;5.533.391;6.302.897;1.548.555;1.833.832;13836.48;0.0700166;Texas;no
1008;1995;663.9;9;179.8;637;5.657.364;6.294.487;1.535.954;1.867.971;14078;0.07132;Texas;no
1009;1996;644.4;7.7;171.5;677;5.734.717;62.765;1.527.718;1.900.624;14323.7;0.0725667;Texas;no
1010;1997;602.5;6.8;157;686;5.807.885;6.265.525;1.521.334;1.935.543;15045.59;0.0738999;Texas;yes
1011;1998;564.6;6.8;145.1;717;5.868.867;6.259.028;1.517.075;1.971.239;15759.52;0.0752628;Texas;yes
1012;1999;560.3;6.1;146.7;724;5.940.265;6.256.689;1.513.231;2.004.414;16046.73;0.0765295;Texas;yes
1013;1977;240;3.5;68.8;60;1.209.236;6.827.696;1.972.693;1.319.511;10403.23;0.0160728;Utah;no
1014;1978;271.8;3.7;66.5;64;1.228.289;6.778.931;1.942.923;1.367.512;10758.65;0.0166575;Utah;no
1015;1979;304.2;4.8;77.7;69;1.245.143;6.727.177;191.548;1.420.239;10682.39;0.0172997;Utah;no
1016;1980;303.3;3.8;80.2;68;129.119;6.701.035;1.900.618;1.472.595;10232.98;0.0179425;Utah;no
1017;1981;298.6;3.3;84.8;64;1.307.978;6.658.289;1.880.883;1.515.469;10181.84;0.0184649;Utah;no
1018;1982;285.7;3.4;86.5;73;1.328.164;6.635.606;1.858.134;1.558.316;10120.82;0.0189869;Utah;no
1019;1983;256;3.5;64.3;77;1.343.939;6.602.115;1.834.835;1.594.939;10333;0.0194332;Utah;no
1020;1984;244.2;2.8;58;77;137.018;6.607.267;1.813.749;1.622.341;10772.45;0.019767;Utah;no
1021;1985;267.4;3;55.2;84;1.400.931;6.619.875;1.796.839;1.642.907;10969.4;0.0200176;Utah;no
1022;1986;266.7;3.2;58.6;98;1.434.355;6.640.424;1.780.173;1.662.838;11133.43;0.0202605;Utah;no
1023;1987;229.8;3.3;52.8;108;1.465.037;6.656.535;1.769.998;1.678.115;11083.53;0.0204466;Utah;yes
1024;1988;243.1;2.8;54.1;110;1.508.317;6.691.209;176.716;1.689.366;11077.35;0.0205837;Utah;yes
1025;1989;258.8;2.6;52.6;115;1.551.528;6.736.006;177.423;1.705.867;11223.53;0.0207848;Utah;yes
1026;1990;283.9;3;56.9;137;1.612.803;6.930.894;1.791.727;1.729.722;11426.95;0.021051;Utah;yes
1027;1991;286.8;2.9;55.1;142;1.655.078;6.974.521;1.800.562;1.771.941;11448.19;0.0215649;Utah;yes
1028;1992;290.5;3;55.9;149;1.685.371;7.019.036;1.809.231;1.821.498;11611.34;0.022168;Utah;yes
1029;1993;301;3.1;58.6;146;1.705.657;7.048.416;1.816.856;1.875.993;11734.36;0.0228312;Utah;yes
1030;1994;304.5;2.9;63.6;152;1.769.082;7.066.015;1.820.832;1.930.436;12036.86;0.0234938;Utah;yes
1031;1995;328.8;3.9;67.1;157;1.801.673;7.082.185;1.823.871;1.976.774;12333.13;0.0240577;Utah;yes
1032;1996;331.9;3.2;68.9;174;1.826.478;708.315;1.822.477;2.022.253;12671.42;0.0246112;Utah;yes
1033;1997;334;2.4;68.4;195;185.911;7.061.509;1.818.338;2.065.397;13137.88;0.0251363;Utah;yes
1034;1998;314.2;3.1;66;205;1.884.162;7.037.374;1.815.409;2.100.562;13619.8;0.0255642;Utah;yes
1035;1999;275.5;2.1;54.4;205;1.921.228;7.028.898;18.156;2.129.836;13919.05;0.0259205;Utah;yes
1036;1977;149.5;1.4;30.8;64;0.2482066;7.313.677;1.866.469;0.491929;10158.28;0.053084;Vermont;yes
1037;1978;166.3;3.3;14.4;57;0.2658058;7.333.691;1.850.201;0.498108;10751.01;0.0537507;Vermont;yes
1038;1979;184.2;1.4;28.6;76;0.2839493;7.356.225;1.837.063;0.505372;10774.32;0.0545346;Vermont;yes
1039;1980;178.8;2.2;38.9;62;0.2973519;7.371.889;1.825.944;0.512524;10520.72;0.0552706;Vermont;yes
1040;1981;128;4.3;27.6;67;0.3266066;7.375.161;1.806.635;0.515605;10649.83;0.0556028;Vermont;yes
1041;1982;126.9;2.3;23.1;76;0.3467493;7.362.413;1.779.229;0.519107;10616.18;0.0559805;Vermont;yes
1042;1983;132.6;3.6;27.8;84;0.3678522;7.346.095;1.748.416;0.523308;10968;0.0564335;Vermont;yes
1043;1984;145.1;2.3;23;72;0.3850696;7.323.557;1.714.414;0.526658;11554.03;0.0567948;Vermont;yes
1044;1985;147.7;3.4;20.9;74;0.4097889;7.303.449;1.681.851;0.530029;12032.44;0.0571583;Vermont;yes
1045;1986;149.2;2;22.2;82;0.4295438;7.281.029;164.792;0.534055;12582.38;0.0575925;Vermont;yes
1046;1987;136.5;2.7;16.8;81;0.4481068;7.268.566;1.613.721;0.540273;13147.98;0.058263;Vermont;yes
1047;1988;142.3;2;16;91;0.4681992;7.268.874;1.578.344;0.549766;13637.87;0.0592867;Vermont;yes
1048;1989;132.8;1.9;18;98;0.4891527;7.266.877;1.537.891;0.557699;14066.15;0.0601422;Vermont;yes
1049;1990;127.2;2.3;11.7;109;0.5048483;746.722;1.505.794;0.564526;13757.91;0.0610364;Vermont;yes
1050;1991;116.8;2.1;11.8;117;0.5153921;7.463.558;1.478.257;0.567141;13317.36;0.0613192;Vermont;yes
1051;1992;109.5;2.1;8.9;124;0.5477842;7.464.705;1.456.846;0.570115;13698.03;0.0616407;Vermont;yes
1052;1993;114.2;3.6;9;151;0.6111456;7.463.293;1.441.053;0.574004;13631.87;0.0620612;Vermont;yes
1053;1994;96.9;1;12.2;154;0.6260148;7.474.331;1.427.034;0.5789;13811.62;0.0625905;Vermont;yes
1054;1995;118.3;2.2;10.9;168;0.6446167;7.498.331;141.826;0.582827;13968.79;0.0630151;Vermont;yes
1055;1996;121.2;1.9;15.4;179;0.6746801;7.523.706;1.413.042;0.586352;14157.32;0.0633963;Vermont;yes
1056;1997;119.7;1.5;13.4;136;0.6939431;7.565.321;1.406.878;0.588665;14507.18;0.0636463;Vermont;yes
1057;1998;106.3;2.2;9.5;140;0.6991444;7.606.671;1.397.561;0.590579;15158.91;0.0638533;Vermont;yes
1058;1999;113.8;2.9;10.9;188;0.7105804;7.652.575;1.382.457;0.59374;15455.31;0.064195;Vermont;yes
1059;1977;290;9;92.1;126;7.212.072;6.169.657;1.911.182;5.193.112;11823.65;0.1305458;Virginia;no
1060;1978;286.4;8.8;97.1;142;7.282.593;6.170.031;1.895.785;5.270.238;12285.12;0.1324846;Virginia;no
1061;1979;301;8.6;111.6;157;7.350.001;6.162.537;18.731;5.307.945;12341.14;0.1334325;Virginia;no
1062;1980;307.2;8.6;120.1;158;7.455.739;6.125.582;1.849.745;5.368.334;12302.78;0.1352089;Virginia;no
1063;1981;321.7;8.6;133.2;161;7.595.535;6.126.047;1.849.887;5.444.106;12374.94;0.1371173;Virginia;no
1064;1982;309.1;7.4;122.2;165;7.635.979;6.107.048;1.827.601;5.492.773;12461.4;0.1383431;Virginia;no
1065;1983;292.5;7;110.5;177;7.699.036;6.080.208;1.805.133;5.564.658;12936;0.1401536;Virginia;no
1066;1984;295.6;7.7;102.3;177;7.744.026;6.061.091;1.777.941;564.386;13711.78;0.1421484;Virginia;no
1067;1985;294.7;7.1;100.2;185;7.753.279;6.034.415;1.742.693;5.715.156;14154.84;0.1439441;Virginia;no
1068;1986;306;7.1;105.7;204;778.455;6.005.884;1.715.423;5.811.691;14759.43;0.1463755;Virginia;no
1069;1987;295;7.4;105.8;215;7.824.243;5.976.487;1.688.983;5.932.267;15200.16;0.1494123;Virginia;no
1070;1988;299.2;7.8;112.5;217;784.976;5.950.568;1.651.812;6.036.911;15624.15;0.1520479;Virginia;no
1071;1989;312.5;7.9;106.5;230;7.874.146;5.917.403;1.621.836;6.120.232;15883.34;0.1541465;Virginia;no
1072;1990;350.6;8.8;123.3;263;7.940.564;6.055.391;159.902;6.213.526;15649.96;0.1569151;Virginia;no
1073;1991;373.2;9.3;137.6;279;8.047.801;6.014.425;1.562.398;6.283.853;15418.25;0.1586912;Virginia;no
1074;1992;374.9;8.8;137.8;311;8.207.335;5.977.764;1.535.561;6.383.315;15595.15;0.161203;Virginia;no
1075;1993;372.2;8.3;142;327;8.324.735;594.888;1.506.809;6.464.795;15690.6;0.1632607;Virginia;no
1076;1994;357.7;8.7;132.8;346;8.430.079;5.922.881;1.475.349;6.536.771;15932.45;0.1650783;Virginia;no
1077;1995;361.5;7.6;131.7;406;8.545.758;5.898.551;1.451.697;6.601.392;15994.22;0.1667102;Virginia;no
1078;1996;341.3;7.5;122.6;410;8.667.809;5.881.139;1.435.269;6.665.491;16189.33;0.168329;Virginia;yes
1079;1997;345.2;7.2;124.5;404;8.791.426;586.368;1.422.966;6.732.878;16619.82;0.1700308;Virginia;yes
1080;1998;325.7;6.2;105.6;407;8.892.635;5.844.238;1.416.774;6.789.225;17333.46;0.1714537;Virginia;yes
1081;1999;314.7;5.7;101.1;399;9.045.802;5.835.429;1.414.417;6.872.912;17816.81;0.1735672;Virginia;yes
1082;1977;374.9;4.3;106.2;109;2.462.494;7.013.207;1.869.276;377.605;12875.81;0.056723;Washington;yes
1083;1978;405.3;4.6;125;118;2.554.028;7.002.095;1.853.796;3.889.073;13579.34;0.0584208;Washington;yes
1084;1979;434.6;4.8;120.7;112;2.639.416;6.986.417;1.838.804;4.017.632;13671.98;0.060352;Washington;yes
1085;1980;464.3;5.5;135.1;113;2.790.565;6.974.776;1.830.524;4.154.678;13193.82;0.062466;Washington;yes
1086;1981;447.3;5.1;130;106;2.906.936;6.948.921;1.807.634;4.235.731;13045.69;0.0636847;Washington;yes
1087;1982;406.4;4.4;117.9;125;3.004.598;6.902.334;1.769.891;4.276.545;12828.79;0.0642983;Washington;yes
1088;1983;371.8;4.9;105.4;148;3.077.551;6.845.677;1.730.403;430.027;13124;0.064655;Washington;yes
1089;1984;406.4;4.6;120.6;155;3.167.497;6.801.142;1.687.811;434.365;13446.14;0.0653072;Washington;yes
1090;1985;425.4;5.2;132;156;3.257.087;675.183;1.648.422;4.400.098;13647.39;0.0661559;Washington;yes
1091;1986;437;5;135.1;156;3.351.231;6.707.538;1.607.974;4.452.722;14109.5;0.0669472;Washington;yes
1092;1987;439.5;5.6;141.4;147;3.447.744;6.668.768;1.573.394;4.531.891;14295.1;0.0681375;Washington;yes
1093;1988;466.4;5.7;145.9;134;3.552.496;6.640.105;1.544.902;4.639.893;14541.34;0.0697613;Washington;yes
1094;1989;471.7;4.4;140.1;124;3.653.314;6.605.814;1.515.279;4.746.321;14992.01;0.0713614;Washington;yes
1095;1990;501.6;4.9;130;142;3.758.239;674.353;1.501.959;490.078;15259.81;0.0736052;Washington;yes
1096;1991;522.6;4.2;145.5;162;3.841.731;6.749.376;1.475.479;5.013.443;15278.63;0.0752973;Washington;yes
1097;1992;534.5;5;139.8;182;394.251;6.747.049;1.459.812;5.139.011;15561.07;0.0771832;Washington;yes
1098;1993;514.6;5.2;137.1;192;4.024.598;6.756.084;1.444.363;5.247.704;15443.25;0.0788157;Washington;yes
1099;1994;511.3;5.5;139.7;196;4.122.517;6.750.073;1.429.447;5.334.896;15535.97;0.0801252;Washington;yes
1100;1995;484.3;5.1;132.7;201;4.223.274;6.751.688;1.425.477;5.431.024;15616.21;0.081569;Washington;yes
1101;1996;431.2;4.6;119;212;4.309.975;6.746.822;1.425.609;5.509.963;16057.25;0.0827545;Washington;yes
1102;1997;440.7;4.3;120;225;4.411.963;6.749.805;1.428.722;5.604.105;16644.04;0.0841685;Washington;yes
1103;1998;428.5;3.9;115.6;233;4.507.359;6.748.536;1.429.699;5.687.832;17461.77;0.085426;Washington;yes
1104;1999;377.3;3;100.9;247;4.602.491;6.748.767;1.433.652;5.756.361;18167.24;0.0864552;Washington;yes
1105;1977;152.3;6;42.2;71;1.234.639;7.000.751;1.746.272;1.908.088;9.951.133;0.0792725;West Virginia;no
1106;1978;167.7;6.8;46.3;67;1.230.221;6.993.727;1.732.307;1.923.395;10242.18;0.0799084;West Virginia;no
1107;1979;168.1;6.8;43.9;63;1.223.904;6.990.005;1.721.467;1.942.146;10196.7;0.0806874;West Virginia;no
1108;1980;183.7;7.1;48.5;66;1.234.531;6.999.722;1.713.686;1.951.349;9.879.948;0.0809051;West Virginia;no
1109;1981;174.8;6;50.2;64;1.244.809;7.006.487;1.694.158;1.954.115;9.717.135;0.0810197;West Virginia;no
1110;1982;174.8;5.2;49.8;80;1.245.944;7.006.021;1.670.748;1.949.606;9.741.048;0.0808328;West Virginia;no
1111;1983;171.8;4.9;44.2;77;1.249.316;7.001.633;164.612;1.945.065;9626;0.0806445;West Virginia;no
1112;1984;168.2;4.4;38.1;83;1.247.963;6.993.818;1.617.927;1.927.701;9.989.902;0.0799246;West Virginia;no
1113;1985;166;3.8;37.6;82;1.251.974;6.994.443;1.591.077;1.906.828;10126.74;0.0790592;West Virginia;no
1114;1986;164.5;5.9;41;89;1.256.514;6.983.031;156.201;188.235;10420.78;0.0780443;West Virginia;no
1115;1987;137.3;4.8;31.2;77;1.260.243;6.979.784;1.531.127;1.857.579;10480.15;0.0770172;West Virginia;no
1116;1988;131.4;4.9;34.2;77;1.263.297;697.577;150.216;1.830.211;10700.14;0.0758825;West Virginia;no
1117;1989;146.7;6.5;42.7;78;1.269.158;6.971.596;1.471.848;1.806.552;10863.79;0.0749016;West Virginia;no
1118;1990;169.3;5.7;37.9;84;1.286.095;7.258.303;1.448.551;1.792.481;11109.2;0.0744169;West Virginia;yes
1119;1991;191;6.2;43.3;85;1.298.623;7.264.382;1.439.891;1.798.212;11125.09;0.0746549;West Virginia;yes
1120;1992;211.5;6.3;43.5;83;1.318.277;7.263.476;1.434.143;1.805.462;11443.78;0.0749559;West Virginia;yes
1121;1993;208.4;6.9;43;92;1.340.672;7.255.381;1.427.117;1.816.179;11522.84;0.0754008;West Virginia;yes
1122;1994;215.8;5.4;42.4;98;1.350.461;7.256.207;1.416.494;181.849;11701.54;0.0754967;West Virginia;yes
1123;1995;210.2;4.9;42.7;106;1.349.255;7.245.068;1.409.116;182.056;11715.1;0.0755827;West Virginia;yes
1124;1996;210.1;3.8;40.4;136;1.364.884;7.255.532;1.401.091;1.818.983;11789.41;0.0755172;West Virginia;yes
1125;1997;218.7;4.1;43.1;149;1.370.906;7.264.451;1.390.547;1.815.588;12040.57;0.0753763;West Virginia;yes
1126;1998;248.6;4.3;37.3;174;138.876;7.274.287;1.376.887;1.811.688;12351.37;0.0752143;West Virginia;yes
1127;1999;350.6;4.4;36.6;192;1.391.588;7.294.131;135.825;1.806.928;12510.76;0.0750167;West Virginia;yes
1128;1977;131.5;2.8;52.2;71;1.592.624;6.968.519;1.859.392;4.626.517;12193.55;0.0849463;Wisconsin;no
1129;1978;132.2;2.5;49.9;72;1.636.832;6.962.133;1.849.492;4.646.109;12670.18;0.0853061;Wisconsin;no
1130;1979;166.1;3.4;60.5;73;1.695.498;6.951.105;1.838.056;4.682.812;12733.53;0.08598;Wisconsin;no
1131;1980;182.6;2.9;70.7;73;1.766.834;6.965.793;1.832.003;4.712.045;12284.65;0.0865771;Wisconsin;no
1132;1981;187.9;3.4;68.6;85;1.830.996;6.944.913;1.813.257;4.726.336;12062.58;0.0868397;Wisconsin;no
1133;1982;190.5;3.1;71.2;93;1.891.105;6.907.502;1.782.849;4.728.876;11962.94;0.0868863;Wisconsin;no
1134;1983;190.9;2.8;71.9;96;1.946.374;6.867.786;1.747.779;4.721.445;12046;0.0867498;Wisconsin;no
1135;1984;196.5;2.5;66.4;102;1.995.027;6.832.092;1.712.216;4.735.576;12641.54;0.0870094;Wisconsin;no
1136;1985;206.9;2.8;70.2;105;2.057.478;6.796.238;1.677.438;4.747.753;12820.47;0.0872332;Wisconsin;no
1137;1986;257.9;3.1;72.8;113;2.114.254;675.285;1.640.335;4.755.625;13207.77;0.0873778;Wisconsin;no
1138;1987;249.9;3.5;66.4;119;2.174.812;6.720.159;1.602.941;477.793;13468.97;0.0877876;Wisconsin;no
1139;1988;214.4;3;67.1;126;2.242.036;670.311;1.570.439;4.822.402;13641.24;0.0886047;Wisconsin;no
1140;1989;222.6;3.6;75.2;130;2.318.033;667.228;1.536.247;4.856.575;13891.1;0.0892326;Wisconsin;no
1141;1990;264.7;4.6;112.7;138;2.387.305;6.860.641;1.510.893;4.902.265;13837.92;0.0902579;Wisconsin;no
1142;1991;277;4.8;119;149;2.454.108;6.870.872;1.490.861;4.952.675;13677.74;0.091186;Wisconsin;no
1143;1992;275.7;4.4;119.8;157;2.520.563;6.876.257;1.476.215;5.004.636;14109.12;0.0921427;Wisconsin;no
1144;1993;264.4;4.4;113.4;176;2.585.891;6.884.564;1.463.767;5.055.318;14220.27;0.0930758;Wisconsin;no
1145;1994;270.5;4.5;112.9;166;2.653.202;6.888.604;1.452.687;5.095.504;14581.73;0.0938157;Wisconsin;no
1146;1995;281.1;4.3;105.1;187;2.723.085;6.901.579;1.446.649;5.137.004;14762.74;0.0945797;Wisconsin;no
1147;1996;252.7;4;96.6;201;2.797.213;6.916.254;1.443.643;5.173.828;14956.79;0.0952577;Wisconsin;no
1148;1997;270.6;4;100.9;238;2.843.218;6.924.231;1.441.062;5.200.235;15395.21;0.0957439;Wisconsin;no
1149;1998;249;3.6;85.6;283;2.879.499;6.932.509;1.437.501;5.222.124;16024.7;0.0961469;Wisconsin;no
1150;1999;245.9;3.4;84.7;334;2.938.665;69.429;1.432.648;5.250.446;16367.26;0.0966684;Wisconsin;no
1151;1977;240.9;5.4;39.7;87;1.060.353;7.194.287;20.078;0.413353;13401.89;0.0042525;Wyoming;no
1152;1978;280.4;7.1;48.1;98;1.072.129;7.191.188;200.341;0.432877;14338.75;0.0044533;Wyoming;no
1153;1979;350.9;9.1;42.2;102;1.072.455;7.178.605;1.994.991;0.454378;14504.78;0.0046745;Wyoming;no
1154;1980;392.6;6.2;44.4;95;1.083.543;7.213.893;199.205;0.474185;14209.38;0.0048891;Wyoming;no
1155;1981;430.1;5.5;41.9;113;1.073.996;7.201.286;1.931.403;0.491715;14115.38;0.0050698;Wyoming;no
1156;1982;304.2;9.2;34.3;117;1.077.195;7.192.876;1.865.749;0.506408;13675.03;0.0052213;Wyoming;no
1157;1983;237.2;5.8;29.8;135;1.089.689;7.127.304;179.884;0.510329;12723;0.0052617;Wyoming;no
1158;1984;242.1;3.3;23.1;138;1.113.899;709.073;1.732.605;0.504893;12939.79;0.0052057;Wyoming;no
1159;1985;256.8;4.3;20;143;1.140.302;7.075.819;1.674.352;0.499692;13188.09;0.005152;Wyoming;no
1160;1986;293.1;5.3;22.5;148;1.172.461;704.869;1.622.318;0.495624;12729.64;0.0051101;Wyoming;no
